"cnty_fips","display_name","Value","theme_range"
31179,"""Wayne, (NE)""",27.5,"18.7 - 32.7 (646)"
31181,"""Webster, (NE)""",37,"35.8 - 38.2 (613)"
31183,"""Wheeler, (NE)""",36.6,"35.8 - 38.2 (613)"
31185,"""York, (NE)""",34,"32.8 - 35.7 (637)"
35001,"""Bernalillo, (NM)""",28.5,"18.7 - 32.7 (646)"
35005,"""Chaves, (NM)""",34.6,"32.8 - 35.7 (637)"
35007,"""Colfax, (NM)""",37.4,"35.8 - 38.2 (613)"
35009,"""Curry, (NM)""",29.5,"18.7 - 32.7 (646)"
35011,"""De Baca, (NM)""",39.8,"38.3 - 41.8 (622)"
35015,"""Eddy, (NM)""",31.8,"18.7 - 32.7 (646)"
35019,"""Guadalupe, (NM)""",33.6,"32.8 - 35.7 (637)"
35021,"""Harding, (NM)""",40.5,"38.3 - 41.8 (622)"
35025,"""Lea, (NM)""",31.8,"18.7 - 32.7 (646)"
35027,"""Lincoln, (NM)""",37.4,"35.8 - 38.2 (613)"
35028,"""Los Alamos, (NM)""",26.3,"18.7 - 32.7 (646)"
35033,"""Mora, (NM)""",42.2,"41.9 - 56.9 (624)"
35035,"""Otero, (NM)""",30.9,"18.7 - 32.7 (646)"
35037,"""Quay, (NM)""",38.7,"38.3 - 41.8 (622)"
35039,"""Rio Arriba, (NM)""",32.5,"18.7 - 32.7 (646)"
35041,"""Roosevelt, (NM)""",28.5,"18.7 - 32.7 (646)"
35047,"""San Miguel, (NM)""",35.3,"32.8 - 35.7 (637)"
35049,"""Santa Fe, (NM)""",28.6,"18.7 - 32.7 (646)"
35055,"""Taos, (NM)""",34.3,"32.8 - 35.7 (637)"
35057,"""Torrance, (NM)""",35.6,"32.8 - 35.7 (637)"
35059,"""Union, (NM)""",33.2,"32.8 - 35.7 (637)"
40001,"""Adair, (OK)""",44.1,"41.9 - 56.9 (624)"
40003,"""Alfalfa, (OK)""",41.6,"38.3 - 41.8 (622)"
40005,"""Atoka, (OK)""",43.5,"41.9 - 56.9 (624)"
40007,"""Beaver, (OK)""",40.4,"38.3 - 41.8 (622)"
40009,"""Beckham, (OK)""",37,"35.8 - 38.2 (613)"
40011,"""Blaine, (OK)""",43.7,"41.9 - 56.9 (624)"
40013,"""Bryan, (OK)""",41,"38.3 - 41.8 (622)"
40015,"""Caddo, (OK)""",42.6,"41.9 - 56.9 (624)"
40017,"""Canadian, (OK)""",34.6,"32.8 - 35.7 (637)"
40019,"""Carter, (OK)""",40.4,"38.3 - 41.8 (622)"
40021,"""Cherokee, (OK)""",39.9,"38.3 - 41.8 (622)"
40023,"""Choctaw, (OK)""",47.6,"41.9 - 56.9 (624)"
40025,"""Cimarron, (OK)""",44.9,"41.9 - 56.9 (624)"
40027,"""Cleveland, (OK)""",32.3,"18.7 - 32.7 (646)"
40029,"""Coal, (OK)""",42.8,"41.9 - 56.9 (624)"
40031,"""Comanche, (OK)""",35.5,"32.8 - 35.7 (637)"
40033,"""Cotton, (OK)""",41.8,"38.3 - 41.8 (622)"
40035,"""Craig, (OK)""",44,"41.9 - 56.9 (624)"
40037,"""Creek, (OK)""",41.1,"38.3 - 41.8 (622)"
40039,"""Custer, (OK)""",34,"32.8 - 35.7 (637)"
40041,"""Delaware, (OK)""",45.5,"41.9 - 56.9 (624)"
40043,"""Dewey, (OK)""",41.9,"41.9 - 56.9 (624)"
40045,"""Ellis, (OK)""",43,"41.9 - 56.9 (624)"
40047,"""Garfield, (OK)""",37.5,"35.8 - 38.2 (613)"
40049,"""Garvin, (OK)""",39.9,"38.3 - 41.8 (622)"
40051,"""Grady, (OK)""",38,"35.8 - 38.2 (613)"
40053,"""Grant, (OK)""",40.4,"38.3 - 41.8 (622)"
40055,"""Greer, (OK)""",42.2,"41.9 - 56.9 (624)"
40057,"""Harmon, (OK)""",41.3,"38.3 - 41.8 (622)"
40059,"""Harper, (OK)""",39.7,"38.3 - 41.8 (622)"
40061,"""Haskell, (OK)""",44.2,"41.9 - 56.9 (624)"
40063,"""Hughes, (OK)""",44.1,"41.9 - 56.9 (624)"
40065,"""Jackson, (OK)""",38,"35.8 - 38.2 (613)"
40067,"""Jefferson, (OK)""",44.1,"41.9 - 56.9 (624)"
40069,"""Johnston, (OK)""",42.7,"41.9 - 56.9 (624)"
40071,"""Kay, (OK)""",40.8,"38.3 - 41.8 (622)"
40073,"""Kingfisher, (OK)""",37.8,"35.8 - 38.2 (613)"
40075,"""Kiowa, (OK)""",43.4,"41.9 - 56.9 (624)"
40077,"""Latimer, (OK)""",43.3,"41.9 - 56.9 (624)"
40079,"""Le Flore, (OK)""",43.2,"41.9 - 56.9 (624)"
40081,"""Lincoln, (OK)""",40.8,"38.3 - 41.8 (622)"
40083,"""Logan, (OK)""",37.3,"35.8 - 38.2 (613)"
40085,"""Love, (OK)""",41.1,"38.3 - 41.8 (622)"
40087,"""McClain, (OK)""",38.2,"35.8 - 38.2 (613)"
40089,"""McCurtain, (OK)""",44.9,"41.9 - 56.9 (624)"
40091,"""McIntosh, (OK)""",47.1,"41.9 - 56.9 (624)"
40093,"""Major, (OK)""",41.7,"38.3 - 41.8 (622)"
40095,"""Marshall, (OK)""",44.5,"41.9 - 56.9 (624)"
40097,"""Mayes, (OK)""",41.9,"41.9 - 56.9 (624)"
40099,"""Murray, (OK)""",41.4,"38.3 - 41.8 (622)"
40101,"""Muskogee, (OK)""",40.9,"38.3 - 41.8 (622)"
40103,"""Noble, (OK)""",40.7,"38.3 - 41.8 (622)"
40105,"""Nowata, (OK)""",42.8,"41.9 - 56.9 (624)"
40107,"""Okfuskee, (OK)""",44.8,"41.9 - 56.9 (624)"
40109,"""Oklahoma, (OK)""",37.2,"35.8 - 38.2 (613)"
40111,"""Okmulgee, (OK)""",41.8,"38.3 - 41.8 (622)"
40113,"""Osage, (OK)""",42.6,"41.9 - 56.9 (624)"
40115,"""Ottawa, (OK)""",40.9,"38.3 - 41.8 (622)"
40117,"""Pawnee, (OK)""",42.8,"41.9 - 56.9 (624)"
40119,"""Payne, (OK)""",30.2,"18.7 - 32.7 (646)"
40121,"""Pittsburg, (OK)""",42.9,"41.9 - 56.9 (624)"
40123,"""Pontotoc, (OK)""",36.7,"35.8 - 38.2 (613)"
40125,"""Pottawatomie, (OK)""",39.7,"38.3 - 41.8 (622)"
40127,"""Pushmataha, (OK)""",45,"41.9 - 56.9 (624)"
40129,"""Roger Mills, (OK)""",42,"41.9 - 56.9 (624)"
40131,"""Rogers, (OK)""",37.6,"35.8 - 38.2 (613)"
40133,"""Seminole, (OK)""",42.6,"41.9 - 56.9 (624)"
40135,"""Sequoyah, (OK)""",43.4,"41.9 - 56.9 (624)"
40137,"""Stephens, (OK)""",41.4,"38.3 - 41.8 (622)"
40139,"""Texas, (OK)""",35.2,"32.8 - 35.7 (637)"
40141,"""Tillman, (OK)""",44,"41.9 - 56.9 (624)"
40143,"""Tulsa, (OK)""",35.9,"35.8 - 38.2 (613)"
40145,"""Wagoner, (OK)""",38.4,"38.3 - 41.8 (622)"
40147,"""Washington, (OK)""",41.9,"41.9 - 56.9 (624)"
40149,"""Washita, (OK)""",40.2,"38.3 - 41.8 (622)"
40151,"""Woods, (OK)""",34.2,"32.8 - 35.7 (637)"
40153,"""Woodward, (OK)""",35.8,"35.8 - 38.2 (613)"
46003,"""Aurora, (SD)""",33.7,"32.8 - 35.7 (637)"
46005,"""Beadle, (SD)""",34.9,"32.8 - 35.7 (637)"
46007,"""Bennett, (SD)""",35.8,"35.8 - 38.2 (613)"
46009,"""Bon Homme, (SD)""",33.6,"32.8 - 35.7 (637)"
46011,"""Brookings, (SD)""",23.5,"18.7 - 32.7 (646)"
46015,"""Brule, (SD)""",32.7,"18.7 - 32.7 (646)"
46017,"""Buffalo, (SD)""",34.7,"32.8 - 35.7 (637)"
46023,"""Charles Mix, (SD)""",35.9,"35.8 - 38.2 (613)"
46027,"""Clay, (SD)""",22.6,"18.7 - 32.7 (646)"
46033,"""Custer, (SD)""",38.3,"38.3 - 41.8 (622)"
46035,"""Davison, (SD)""",31.7,"18.7 - 32.7 (646)"
46043,"""Douglas, (SD)""",35.6,"32.8 - 35.7 (637)"
46047,"""Fall River, (SD)""",38.7,"38.3 - 41.8 (622)"
46053,"""Gregory, (SD)""",38.2,"35.8 - 38.2 (613)"
46055,"""Haakon, (SD)""",36.7,"35.8 - 38.2 (613)"
46059,"""Hand, (SD)""",34.2,"32.8 - 35.7 (637)"
46061,"""Hanson, (SD)""",30.3,"18.7 - 32.7 (646)"
46065,"""Hughes, (SD)""",30.7,"18.7 - 32.7 (646)"
46067,"""Hutchinson, (SD)""",34.6,"32.8 - 35.7 (637)"
46069,"""Hyde, (SD)""",37,"35.8 - 38.2 (613)"
46071,"""Jackson, (SD)""",37.6,"35.8 - 38.2 (613)"
46073,"""Jerauld, (SD)""",36.6,"35.8 - 38.2 (613)"
46075,"""Jones, (SD)""",36.7,"35.8 - 38.2 (613)"
46077,"""Kingsbury, (SD)""",35,"32.8 - 35.7 (637)"
46079,"""Lake, (SD)""",33.9,"32.8 - 35.7 (637)"
46081,"""Lawrence, (SD)""",30.8,"18.7 - 32.7 (646)"
46083,"""Lincoln, (SD)""",27,"18.7 - 32.7 (646)"
46085,"""Lyman, (SD)""",35.4,"32.8 - 35.7 (637)"
46087,"""McCook, (SD)""",32.7,"18.7 - 32.7 (646)"
46093,"""Meade, (SD)""",28.8,"18.7 - 32.7 (646)"
46095,"""Mellette, (SD)""",37.6,"35.8 - 38.2 (613)"
46097,"""Miner, (SD)""",35.7,"32.8 - 35.7 (637)"
46099,"""Minnehaha, (SD)""",28.5,"18.7 - 32.7 (646)"
46101,"""Moody, (SD)""",33.7,"32.8 - 35.7 (637)"
46103,"""Pennington, (SD)""",35.2,"32.8 - 35.7 (637)"
46111,"""Sanborn, (SD)""",33,"32.8 - 35.7 (637)"
46102,"""Oglala Lakota, (SD)""",35,"32.8 - 35.7 (637)"
46117,"""Stanley, (SD)""",31.3,"18.7 - 32.7 (646)"
46121,"""Todd, (SD)""",34.9,"32.8 - 35.7 (637)"
46123,"""Tripp, (SD)""",36.9,"35.8 - 38.2 (613)"
46125,"""Turner, (SD)""",33,"32.8 - 35.7 (637)"
46127,"""Union, (SD)""",31.5,"18.7 - 32.7 (646)"
46135,"""Yankton, (SD)""",32.6,"18.7 - 32.7 (646)"
48003,"""Andrews, (TX)""",31.8,"18.7 - 32.7 (646)"
48009,"""Archer, (TX)""",37.1,"35.8 - 38.2 (613)"
48011,"""Armstrong, (TX)""",37.6,"35.8 - 38.2 (613)"
48017,"""Bailey, (TX)""",37.6,"35.8 - 38.2 (613)"
48023,"""Baylor, (TX)""",40.7,"38.3 - 41.8 (622)"
48033,"""Borden, (TX)""",36.3,"35.8 - 38.2 (613)"
48037,"""Bowie, (TX)""",40,"38.3 - 41.8 (622)"
48045,"""Briscoe, (TX)""",40.9,"38.3 - 41.8 (622)"
48059,"""Callahan, (TX)""",39.2,"38.3 - 41.8 (622)"
48063,"""Camp, (TX)""",40.5,"38.3 - 41.8 (622)"
48065,"""Carson, (TX)""",35.3,"32.8 - 35.7 (637)"
48067,"""Cass, (TX)""",42.9,"41.9 - 56.9 (624)"
48069,"""Castro, (TX)""",36.8,"35.8 - 38.2 (613)"
48075,"""Childress, (TX)""",34.2,"32.8 - 35.7 (637)"
48077,"""Clay, (TX)""",40.5,"38.3 - 41.8 (622)"
48079,"""Cochran, (TX)""",41,"38.3 - 41.8 (622)"
48085,"""Collin, (TX)""",29.6,"18.7 - 32.7 (646)"
48087,"""Collingsworth, (TX)""",38.7,"38.3 - 41.8 (622)"
48097,"""Cooke, (TX)""",37.1,"35.8 - 38.2 (613)"
48101,"""Cottle, (TX)""",44.5,"41.9 - 56.9 (624)"
48107,"""Crosby, (TX)""",39.5,"38.3 - 41.8 (622)"
48111,"""Dallam, (TX)""",34.3,"32.8 - 35.7 (637)"
48113,"""Dallas, (TX)""",33.2,"32.8 - 35.7 (637)"
48115,"""Dawson, (TX)""",36.5,"35.8 - 38.2 (613)"
48117,"""Deaf Smith, (TX)""",34.7,"32.8 - 35.7 (637)"
48119,"""Delta, (TX)""",40.9,"38.3 - 41.8 (622)"
48121,"""Denton, (TX)""",29.7,"18.7 - 32.7 (646)"
48125,"""Dickens, (TX)""",40.1,"38.3 - 41.8 (622)"
48129,"""Donley, (TX)""",38.9,"38.3 - 41.8 (622)"
48133,"""Eastland, (TX)""",39.8,"38.3 - 41.8 (622)"
48139,"""Ellis, (TX)""",35.8,"35.8 - 38.2 (613)"
48143,"""Erath, (TX)""",30.7,"18.7 - 32.7 (646)"
48147,"""Fannin, (TX)""",38.4,"38.3 - 41.8 (622)"
48151,"""Fisher, (TX)""",40.4,"38.3 - 41.8 (622)"
48153,"""Floyd, (TX)""",39.1,"38.3 - 41.8 (622)"
48155,"""Foard, (TX)""",42,"41.9 - 56.9 (624)"
48159,"""Franklin, (TX)""",39.8,"38.3 - 41.8 (622)"
48165,"""Gaines, (TX)""",32.1,"18.7 - 32.7 (646)"
48169,"""Garza, (TX)""",31.6,"18.7 - 32.7 (646)"
48179,"""Gray, (TX)""",37.7,"35.8 - 38.2 (613)"
48181,"""Grayson, (TX)""",36.8,"35.8 - 38.2 (613)"
48183,"""Gregg, (TX)""",38.2,"35.8 - 38.2 (613)"
48189,"""Hale, (TX)""",35.2,"32.8 - 35.7 (637)"
48191,"""Hall, (TX)""",45.5,"41.9 - 56.9 (624)"
48195,"""Hansford, (TX)""",37.3,"35.8 - 38.2 (613)"
48197,"""Hardeman, (TX)""",41,"38.3 - 41.8 (622)"
48203,"""Harrison, (TX)""",40,"38.3 - 41.8 (622)"
48205,"""Hartley, (TX)""",34.7,"32.8 - 35.7 (637)"
48207,"""Haskell, (TX)""",40.3,"38.3 - 41.8 (622)"
48211,"""Hemphill, (TX)""",34.7,"32.8 - 35.7 (637)"
48213,"""Henderson, (TX)""",40.3,"38.3 - 41.8 (622)"
48219,"""Hockley, (TX)""",34.6,"32.8 - 35.7 (637)"
48221,"""Hood, (TX)""",39.8,"38.3 - 41.8 (622)"
48223,"""Hopkins, (TX)""",39.5,"38.3 - 41.8 (622)"
48227,"""Howard, (TX)""",35.2,"32.8 - 35.7 (637)"
48231,"""Hunt, (TX)""",36.6,"35.8 - 38.2 (613)"
48233,"""Hutchinson, (TX)""",36.8,"35.8 - 38.2 (613)"
48237,"""Jack, (TX)""",37.4,"35.8 - 38.2 (613)"
48251,"""Johnson, (TX)""",35.3,"32.8 - 35.7 (637)"
48253,"""Jones, (TX)""",36.9,"35.8 - 38.2 (613)"
48257,"""Kaufman, (TX)""",34.2,"32.8 - 35.7 (637)"
48263,"""Kent, (TX)""",42.3,"41.9 - 56.9 (624)"
48269,"""King, (TX)""",37.9,"35.8 - 38.2 (613)"
48275,"""Knox, (TX)""",39.4,"38.3 - 41.8 (622)"
48277,"""Lamar, (TX)""",41.3,"38.3 - 41.8 (622)"
48279,"""Lamb, (TX)""",39.2,"38.3 - 41.8 (622)"
48295,"""Lipscomb, (TX)""",36.4,"35.8 - 38.2 (613)"
48303,"""Lubbock, (TX)""",30.7,"18.7 - 32.7 (646)"
48305,"""Lynn, (TX)""",38.5,"38.3 - 41.8 (622)"
48315,"""Marion, (TX)""",47,"41.9 - 56.9 (624)"
48317,"""Martin, (TX)""",32.9,"32.8 - 35.7 (637)"
48335,"""Mitchell, (TX)""",33.7,"32.8 - 35.7 (637)"
48337,"""Montague, (TX)""",40,"38.3 - 41.8 (622)"
48341,"""Moore, (TX)""",33.4,"32.8 - 35.7 (637)"
48343,"""Morris, (TX)""",41.9,"41.9 - 56.9 (624)"
48345,"""Motley, (TX)""",43.3,"41.9 - 56.9 (624)"
48353,"""Nolan, (TX)""",38.5,"38.3 - 41.8 (622)"
48357,"""Ochiltree, (TX)""",33.3,"32.8 - 35.7 (637)"
48359,"""Oldham, (TX)""",35.5,"32.8 - 35.7 (637)"
48363,"""Palo Pinto, (TX)""",39.1,"38.3 - 41.8 (622)"
48365,"""Panola, (TX)""",40.4,"38.3 - 41.8 (622)"
48367,"""Parker, (TX)""",33.5,"32.8 - 35.7 (637)"
48369,"""Parmer, (TX)""",35.7,"32.8 - 35.7 (637)"
48375,"""Potter, (TX)""",36.3,"35.8 - 38.2 (613)"
48379,"""Rains, (TX)""",42.1,"41.9 - 56.9 (624)"
48381,"""Randall, (TX)""",31.8,"18.7 - 32.7 (646)"
48387,"""Red River, (TX)""",45.9,"41.9 - 56.9 (624)"
48393,"""Roberts, (TX)""",35.5,"32.8 - 35.7 (637)"
48397,"""Rockwall, (TX)""",31.2,"18.7 - 32.7 (646)"
48401,"""Rusk, (TX)""",40.8,"38.3 - 41.8 (622)"
48415,"""Scurry, (TX)""",35.4,"32.8 - 35.7 (637)"
48417,"""Shackelford, (TX)""",38.8,"38.3 - 41.8 (622)"
48421,"""Sherman, (TX)""",35.6,"32.8 - 35.7 (637)"
48423,"""Smith, (TX)""",38.5,"38.3 - 41.8 (622)"
48425,"""Somervell, (TX)""",38.2,"35.8 - 38.2 (613)"
48429,"""Stephens, (TX)""",38.3,"38.3 - 41.8 (622)"
48433,"""Stonewall, (TX)""",42.9,"41.9 - 56.9 (624)"
48437,"""Swisher, (TX)""",39.2,"38.3 - 41.8 (622)"
48439,"""Tarrant, (TX)""",33.9,"32.8 - 35.7 (637)"
48441,"""Taylor, (TX)""",32.8,"32.8 - 35.7 (637)"
48445,"""Terry, (TX)""",36.5,"35.8 - 38.2 (613)"
48447,"""Throckmorton, (TX)""",42.5,"41.9 - 56.9 (624)"
48449,"""Titus, (TX)""",36.9,"35.8 - 38.2 (613)"
48459,"""Upshur, (TX)""",38.9,"38.3 - 41.8 (622)"
48467,"""Van Zandt, (TX)""",38.6,"38.3 - 41.8 (622)"
48483,"""Wheeler, (TX)""",39.3,"38.3 - 41.8 (622)"
48485,"""Wichita, (TX)""",35.1,"32.8 - 35.7 (637)"
48487,"""Wilbarger, (TX)""",38.1,"35.8 - 38.2 (613)"
48497,"""Wise, (TX)""",36.3,"35.8 - 38.2 (613)"
48499,"""Wood, (TX)""",41.8,"38.3 - 41.8 (622)"
48501,"""Yoakum, (TX)""",33.3,"32.8 - 35.7 (637)"
48503,"""Young, (TX)""",39.3,"38.3 - 41.8 (622)"
56001,"""Albany, (WY)""",23,"18.7 - 32.7 (646)"
56005,"""Campbell, (WY)""",28.5,"18.7 - 32.7 (646)"
56009,"""Converse, (WY)""",31.3,"18.7 - 32.7 (646)"
56011,"""Crook, (WY)""",34.9,"32.8 - 35.7 (637)"
56015,"""Goshen, (WY)""",35.3,"32.8 - 35.7 (637)"
56019,"""Johnson, (WY)""",36.1,"35.8 - 38.2 (613)"
56021,"""Laramie, (WY)""",31.3,"18.7 - 32.7 (646)"
56027,"""Niobrara, (WY)""",36.2,"35.8 - 38.2 (613)"
56031,"""Platte, (WY)""",37.4,"35.8 - 38.2 (613)"
56045,"""Weston, (WY)""",33.8,"32.8 - 35.7 (637)"
16003,"""Adams, (ID)""",40.5,"38.3 - 41.8 (622)"
16009,"""Benewah, (ID)""",35.6,"32.8 - 35.7 (637)"
16017,"""Bonner, (ID)""",33,"32.8 - 35.7 (637)"
16021,"""Boundary, (ID)""",35.2,"32.8 - 35.7 (637)"
16035,"""Clearwater, (ID)""",37.6,"35.8 - 38.2 (613)"
16049,"""Idaho, (ID)""",38,"35.8 - 38.2 (613)"
16055,"""Kootenai, (ID)""",31.3,"18.7 - 32.7 (646)"
16057,"""Latah, (ID)""",23.6,"18.7 - 32.7 (646)"
16059,"""Lemhi, (ID)""",39.3,"38.3 - 41.8 (622)"
16061,"""Lewis, (ID)""",40.1,"38.3 - 41.8 (622)"
16069,"""Nez Perce, (ID)""",32.9,"32.8 - 35.7 (637)"
16079,"""Shoshone, (ID)""",37.4,"35.8 - 38.2 (613)"
16085,"""Valley, (ID)""",34.8,"32.8 - 35.7 (637)"
27005,"""Becker, (MN)""",31.6,"18.7 - 32.7 (646)"
27007,"""Beltrami, (MN)""",28.4,"18.7 - 32.7 (646)"
27009,"""Benton, (MN)""",28.8,"18.7 - 32.7 (646)"
27011,"""Big Stone, (MN)""",35.9,"35.8 - 38.2 (613)"
27019,"""Carver, (MN)""",24.5,"18.7 - 32.7 (646)"
27021,"""Cass, (MN)""",35.6,"32.8 - 35.7 (637)"
27023,"""Chippewa, (MN)""",32.4,"18.7 - 32.7 (646)"
27027,"""Clay, (MN)""",24.9,"18.7 - 32.7 (646)"
27029,"""Clearwater, (MN)""",35.1,"32.8 - 35.7 (637)"
27035,"""Crow Wing, (MN)""",33.4,"32.8 - 35.7 (637)"
27041,"""Douglas, (MN)""",31.7,"18.7 - 32.7 (646)"
27051,"""Grant, (MN)""",33.8,"32.8 - 35.7 (637)"
27057,"""Hubbard, (MN)""",34.7,"32.8 - 35.7 (637)"
27061,"""Itasca, (MN)""",33.9,"32.8 - 35.7 (637)"
27067,"""Kandiyohi, (MN)""",31.3,"18.7 - 32.7 (646)"
27069,"""Kittson, (MN)""",34.5,"32.8 - 35.7 (637)"
27071,"""Koochiching, (MN)""",36.7,"35.8 - 38.2 (613)"
27073,"""Lac qui Parle, (MN)""",34.5,"32.8 - 35.7 (637)"
27077,"""Lake of the Woods, (MN)""",35,"32.8 - 35.7 (637)"
27085,"""McLeod, (MN)""",31,"18.7 - 32.7 (646)"
27087,"""Mahnomen, (MN)""",36.9,"35.8 - 38.2 (613)"
27089,"""Marshall, (MN)""",33.3,"32.8 - 35.7 (637)"
27093,"""Meeker, (MN)""",32,"18.7 - 32.7 (646)"
27097,"""Morrison, (MN)""",31.1,"18.7 - 32.7 (646)"
27107,"""Norman, (MN)""",33.2,"32.8 - 35.7 (637)"
27111,"""Otter Tail, (MN)""",32.6,"18.7 - 32.7 (646)"
27113,"""Pennington, (MN)""",29,"18.7 - 32.7 (646)"
27119,"""Polk, (MN)""",31.6,"18.7 - 32.7 (646)"
27121,"""Pope, (MN)""",32,"18.7 - 32.7 (646)"
27125,"""Red Lake, (MN)""",32.1,"18.7 - 32.7 (646)"
27129,"""Renville, (MN)""",33.5,"32.8 - 35.7 (637)"
27135,"""Roseau, (MN)""",31.2,"18.7 - 32.7 (646)"
27141,"""Sherburne, (MN)""",25.9,"18.7 - 32.7 (646)"
27145,"""Stearns, (MN)""",25.9,"18.7 - 32.7 (646)"
27149,"""Stevens, (MN)""",26.3,"18.7 - 32.7 (646)"
27151,"""Swift, (MN)""",33.1,"32.8 - 35.7 (637)"
27153,"""Todd, (MN)""",33.6,"32.8 - 35.7 (637)"
27155,"""Traverse, (MN)""",36.1,"35.8 - 38.2 (613)"
27159,"""Wadena, (MN)""",34.6,"32.8 - 35.7 (637)"
27167,"""Wilkin, (MN)""",31.2,"18.7 - 32.7 (646)"
27171,"""Wright, (MN)""",25.2,"18.7 - 32.7 (646)"
27173,"""Yellow Medicine, (MN)""",33.4,"32.8 - 35.7 (637)"
30001,"""Beaverhead, (MT)""",31,"18.7 - 32.7 (646)"
30003,"""Big Horn, (MT)""",32.7,"18.7 - 32.7 (646)"
30005,"""Blaine, (MT)""",35.1,"32.8 - 35.7 (637)"
30007,"""Broadwater, (MT)""",34,"32.8 - 35.7 (637)"
30009,"""Carbon, (MT)""",32.9,"32.8 - 35.7 (637)"
30011,"""Carter, (MT)""",35.8,"35.8 - 38.2 (613)"
30013,"""Cascade, (MT)""",31.5,"18.7 - 32.7 (646)"
30015,"""Chouteau, (MT)""",33.3,"32.8 - 35.7 (637)"
30017,"""Custer, (MT)""",31.3,"18.7 - 32.7 (646)"
30019,"""Daniels, (MT)""",34.5,"32.8 - 35.7 (637)"
30021,"""Dawson, (MT)""",32.1,"18.7 - 32.7 (646)"
30023,"""Deer Lodge, (MT)""",36.7,"35.8 - 38.2 (613)"
30025,"""Fallon, (MT)""",30.4,"18.7 - 32.7 (646)"
30027,"""Fergus, (MT)""",33.2,"32.8 - 35.7 (637)"
30029,"""Flathead, (MT)""",29.4,"18.7 - 32.7 (646)"
30031,"""Gallatin, (MT)""",21.3,"18.7 - 32.7 (646)"
30033,"""Garfield, (MT)""",32.9,"32.8 - 35.7 (637)"
30035,"""Glacier, (MT)""",34,"32.8 - 35.7 (637)"
30037,"""Golden Valley, (MT)""",36.2,"35.8 - 38.2 (613)"
30039,"""Granite, (MT)""",36.6,"35.8 - 38.2 (613)"
30041,"""Hill, (MT)""",32.4,"18.7 - 32.7 (646)"
30043,"""Jefferson, (MT)""",32.4,"18.7 - 32.7 (646)"
30045,"""Judith Basin, (MT)""",36.1,"35.8 - 38.2 (613)"
30047,"""Lake, (MT)""",33.8,"32.8 - 35.7 (637)"
30049,"""Lewis and Clark, (MT)""",28.7,"18.7 - 32.7 (646)"
30051,"""Liberty, (MT)""",33,"32.8 - 35.7 (637)"
30053,"""Lincoln, (MT)""",38.1,"35.8 - 38.2 (613)"
30055,"""McCone, (MT)""",34.5,"32.8 - 35.7 (637)"
30057,"""Madison, (MT)""",35.6,"32.8 - 35.7 (637)"
30059,"""Meagher, (MT)""",39.4,"38.3 - 41.8 (622)"
30061,"""Mineral, (MT)""",40,"38.3 - 41.8 (622)"
30063,"""Missoula, (MT)""",25.1,"18.7 - 32.7 (646)"
30065,"""Musselshell, (MT)""",38.5,"38.3 - 41.8 (622)"
30067,"""Park, (MT)""",31.2,"18.7 - 32.7 (646)"
30069,"""Petroleum, (MT)""",34.9,"32.8 - 35.7 (637)"
30071,"""Phillips, (MT)""",36,"35.8 - 38.2 (613)"
30073,"""Pondera, (MT)""",34.3,"32.8 - 35.7 (637)"
30075,"""Powder River, (MT)""",35.8,"35.8 - 38.2 (613)"
30077,"""Powell, (MT)""",31.9,"18.7 - 32.7 (646)"
30079,"""Prairie, (MT)""",36.2,"35.8 - 38.2 (613)"
30081,"""Ravalli, (MT)""",34.5,"32.8 - 35.7 (637)"
30083,"""Richland, (MT)""",29.6,"18.7 - 32.7 (646)"
30085,"""Roosevelt, (MT)""",35.1,"32.8 - 35.7 (637)"
30087,"""Rosebud, (MT)""",31.8,"18.7 - 32.7 (646)"
30089,"""Sanders, (MT)""",40.4,"38.3 - 41.8 (622)"
30091,"""Sheridan, (MT)""",32.6,"18.7 - 32.7 (646)"
30093,"""Silver Bow, (MT)""",29.1,"18.7 - 32.7 (646)"
30095,"""Stillwater, (MT)""",34,"32.8 - 35.7 (637)"
30097,"""Sweet Grass, (MT)""",32.7,"18.7 - 32.7 (646)"
30099,"""Teton, (MT)""",32.1,"18.7 - 32.7 (646)"
30101,"""Toole, (MT)""",33.3,"32.8 - 35.7 (637)"
30103,"""Treasure, (MT)""",37.6,"35.8 - 38.2 (613)"
30105,"""Valley, (MT)""",33.3,"32.8 - 35.7 (637)"
30107,"""Wheatland, (MT)""",38,"35.8 - 38.2 (613)"
30109,"""Wibaux, (MT)""",35.2,"32.8 - 35.7 (637)"
30111,"""Yellowstone, (MT)""",26.9,"18.7 - 32.7 (646)"
38001,"""Adams, (ND)""",38.1,"35.8 - 38.2 (613)"
38003,"""Barnes, (ND)""",35.9,"35.8 - 38.2 (613)"
38005,"""Benson, (ND)""",40.2,"38.3 - 41.8 (622)"
38007,"""Billings, (ND)""",35.2,"32.8 - 35.7 (637)"
38009,"""Bottineau, (ND)""",37.2,"35.8 - 38.2 (613)"
38011,"""Bowman, (ND)""",34.6,"32.8 - 35.7 (637)"
38013,"""Burke, (ND)""",36.5,"35.8 - 38.2 (613)"
38015,"""Burleigh, (ND)""",29.2,"18.7 - 32.7 (646)"
38017,"""Cass, (ND)""",26.3,"18.7 - 32.7 (646)"
38019,"""Cavalier, (ND)""",39.5,"38.3 - 41.8 (622)"
38021,"""Dickey, (ND)""",33,"32.8 - 35.7 (637)"
